name,price,benefit
Sahre1757,3,14.22
Sahre1758,3,37.15
Sahre1759,9,30.36
Sahre1760,7,24.67
Sahre1761,2,29.39
Sahre1762,1,33.7
Sahre1763,1,34.58
Sahre1764,1,13.48
Sahre1765,4,20.15
Sahre1766,0,3.51
Sahre1767,0,33.62
Sahre1768,5,11.1
Sahre1769,5,39.95
Sahre1770,5,17.23
Sahre1771,5,7.14
Sahre1772,0,18.58
Sahre1773,9,33.0
Sahre1774,1,21.62
Sahre1775,4,30.15
Sahre1776,6,34.82
Sahre1777,2,20.63
Sahre1778,9,10.95
Sahre1779,8,6.35
Sahre1780,2,12.48
Sahre1781,5,6.94
Sahre1782,9,24.7
Sahre1783,3,22.03
Sahre1784,0,17.88
Sahre1785,5,39.21
Sahre1786,0,33.01
Sahre1787,7,11.65
Sahre1788,7,28.4
Sahre1789,5,15.17
Sahre1790,8,16.57
Sahre1791,9,23.06
Sahre1792,0,21.97
Sahre1793,1,6.08
Sahre1794,4,38.42
Sahre1795,1,13.93
Sahre1796,9,18.23
Sahre1797,8,28.03
Sahre1798,9,37.07
Sahre1799,3,22.14
Sahre1800,6,15.54
Sahre1801,9,31.65
Sahre1802,5,28.04
Sahre1803,5,37.12
Sahre1804,1,36.29
Sahre1805,0,21.43
Sahre1806,7,36.39
Sahre1807,7,7.7
Sahre1808,9,37.86
Sahre1809,6,38.09
Sahre1810,2,15.23
Sahre1811,1,31.39
Sahre1812,2,16.44
Sahre1813,4,16.08
Sahre1814,1,16.96
Sahre1815,0,16.35
Sahre1816,8,39.56
Sahre1817,1,33.7
Sahre1818,5,13.15
Sahre1819,4,25.21
Sahre1820,7,39.97
Sahre1821,3,33.47
Sahre1822,2,35.47
Sahre1823,3,4.8
Sahre1824,5,24.85
Sahre1825,1,11.84
Sahre1826,0,25.4
Sahre1827,3,36.41
Sahre1828,1,22.32
Sahre1829,8,11.58
Sahre1830,8,22.08
Sahre1831,7,39.73
Sahre1832,5,12.1
Sahre1833,0,27.99
Sahre1834,9,17.6
Sahre1835,4,20.65
Sahre1836,0,7.19
Sahre1837,5,12.18
Sahre1838,9,30.7
Sahre1839,5,3.29
Sahre1840,6,24.53
Sahre1841,6,26.31
Sahre1842,9,35.44
Sahre1843,0,20.73
Sahre1844,0,20.04
Sahre1845,8,25.71
Sahre1846,6,22.64
Sahre1847,9,2.81
Sahre1848,7,33.61
Sahre1849,5,0.6
Sahre1850,8,20.12
Sahre1851,4,36.73
Sahre1852,7,31.39
Sahre1853,1,10.62
Sahre1854,3,21.13
Sahre1855,9,20.53
Sahre1856,3,10.85
Sahre1857,4,14.05
Sahre1858,8,13.5
Sahre1859,5,17.61
Sahre1860,2,29.87
Sahre1861,7,29.57
Sahre1862,3,2.01
Sahre1863,0,39.43
Sahre1864,4,23.07
Sahre1865,3,5.75
Sahre1866,2,26.41
Sahre1867,8,7.05
Sahre1868,8,31.45
Sahre1869,9,4.29
Sahre1870,3,23.58
Sahre1871,1,34.65
Sahre1872,7,28.8
Sahre1873,9,16.62
Sahre1874,0,1.78
Sahre1875,8,19.54
Sahre1876,4,11.42
Sahre1877,5,23.97
Sahre1878,8,21.53
Sahre1879,5,26.71
Sahre1880,8,32.99
Sahre1881,5,5.52
Sahre1882,0,37.44
Sahre1883,2,27.54
Sahre1884,3,33.39
Sahre1885,9,25.37
Sahre1886,7,1.17
Sahre1887,9,22.18
Sahre1888,7,16.14
Sahre1889,1,32.75
Sahre1890,5,28.29
Sahre1891,0,2.93
Sahre1892,7,21.75
Sahre1893,0,23.48
Sahre1894,0,8.56
Sahre1895,0,7.84
Sahre1896,6,35.86
Sahre1897,2,23.88
Sahre1898,4,33.34
Sahre1899,0,7.96
Sahre1900,9,12.79
Sahre1901,8,4.51
Sahre1902,1,33.45
Sahre1903,4,24.41
Sahre1904,4,30.09
Sahre1905,0,13.53
Sahre1906,4,39.77
Sahre1907,8,5.88
Sahre1908,7,26.15
Sahre1909,5,4.75
Sahre1910,9,17.02
Sahre1911,3,38.75
Sahre1912,4,35.08
Sahre1913,2,3.9
Sahre1914,8,31.27
Sahre1915,1,21.24
Sahre1916,4,34.75
Sahre1917,0,20.56
Sahre1918,1,7.17
Sahre1919,9,11.67
Sahre1920,1,12.75
Sahre1921,7,17.82
Sahre1922,5,4.43
Sahre1923,5,23.89
Sahre1924,7,35.36
Sahre1925,6,23.61
Sahre1926,6,25.18
Sahre1927,3,4.87
Sahre1928,0,32.93
Sahre1929,7,23.97
Sahre1930,4,31.75
Sahre1931,3,31.28
Sahre1932,9,10.72
Sahre1933,6,12.54
Sahre1934,7,28.3
Sahre1935,7,39.89
Sahre1936,6,4.92
Sahre1937,2,25.47
Sahre1938,6,10.44
Sahre1939,2,10.85
Sahre1940,9,32.19
Sahre1941,0,32.58
Sahre1942,3,24.26
Sahre1943,3,38.29
Sahre1944,0,26.84
Sahre1945,6,38.5
Sahre1946,5,31.98
Sahre1947,3,18.07
Sahre1948,5,16.15
Sahre1949,7,28.75
Sahre1950,2,32.65
Sahre1951,8,31.64
Sahre1952,5,2.33
Sahre1953,1,3.26
Sahre1954,5,27.89
Sahre1955,9,15.1
Sahre1956,4,39.97
Sahre1957,9,19.97
Sahre1958,3,7.61
Sahre1959,2,5.6
Sahre1960,9,13.16
Sahre1961,3,13.98
Sahre1962,8,18.35
Sahre1963,4,32.97
Sahre1964,6,11.2
Sahre1965,1,18.45
Sahre1966,9,32.5
Sahre1967,8,20.48
Sahre1968,5,17.02
Sahre1969,5,10.72
Sahre1970,5,18.97
Sahre1971,5,19.68
Sahre1972,7,13.65
Sahre1973,0,10.73
Sahre1974,2,1.98
Sahre1975,4,33.02
Sahre1976,0,30.76
Sahre1977,8,14.37
Sahre1978,5,31.97
Sahre1979,7,9.56
Sahre1980,4,8.53
Sahre1981,2,37.09
Sahre1982,2,20.1
Sahre1983,4,20.67
Sahre1984,4,39.17
Sahre1985,7,15.52
Sahre1986,8,25.99
Sahre1987,1,3.05
Sahre1988,7,21.26
Sahre1989,5,12.84
Sahre1990,0,16.48
Sahre1991,6,17.87
Sahre1992,3,7.71
Sahre1993,3,22.02
Sahre1994,6,32.49
Sahre1995,0,28.26
Sahre1996,1,31.64
Sahre1997,3,1.88
Sahre1998,6,30.98
Sahre1999,1,35.35
Sahre2000,1,0.93
Sahre2001,9,15.06
Sahre2002,0,13.86
Sahre2003,7,1.073
Sahre2004,5,51.21
Sahre2005,1,1.521
Sahre2006,3,32.87
Sahre2007,0,50.99
Sahre2008,2,60.63
Sahre2009,3,12.05
Sahre2010,9,29.54
Sahre2011,5,37.28
Sahre2012,5,58.32
Sahre2013,4,40.68
Sahre2014,5,49.92
Sahre2015,2,35.96
Sahre2016,4,30.86
Sahre2017,3,59.94
Sahre2018,8,69.73
Sahre2019,5,41.28
Sahre2020,1,77.48
Sahre2021,5,59.60
Sahre2022,7,31.78
Sahre2023,4,55.26
Sahre2024,9,25.92
Sahre2025,2,54.21
Sahre2026,1,32.50
Sahre2027,9,10.61
Sahre2028,1,63.93
Sahre2029,0,1.399
Sahre2030,7,63.91
Sahre2031,9,16.31
Sahre2032,4,47.32
Sahre2033,3,59.24
Sahre2034,3,55.60
Sahre2035,9,72.79
Sahre2036,2,7.031
Sahre2037,8,3.957
Sahre2038,4,44.70
Sahre2039,6,8.657
Sahre2040,2,3.947
Sahre2041,3,68.40
Sahre2042,8,48.60
Sahre2043,5,6.127
Sahre2044,3,54.10
Sahre2045,6,26.74
Sahre2046,1,35.55
Sahre2047,4,45.08
Sahre2048,6,11.02
Sahre2049,3,46.58
Sahre2050,5,33.62
Sahre2051,4,4.776
Sahre2052,9,14.84
Sahre2053,0,31.33
Sahre2054,8,37.10
Sahre2055,2,4.816
Sahre2056,8,7.022
Sahre2057,0,4.098
Sahre2058,4,76.18
Sahre2059,3,46.46
Sahre2060,3,75.94
Sahre2061,0,19.93
Sahre2062,4,20.81
Sahre2063,2,18.47
Sahre2064,2,6.720
Sahre2065,7,33.15
Sahre2066,6,79.20
Sahre2067,8,13.20
Sahre2068,0,16.67
Sahre2069,8,52.98
Sahre2070,5,56.27
Sahre2071,7,61.37
Sahre2072,3,1.427
Sahre2073,0,3.712
Sahre2074,9,57.43
Sahre2075,0,20.96
Sahre2076,0,3.555
Sahre2077,1,72.74
Sahre2078,9,21.74
Sahre2079,2,17.03
Sahre2080,5,33.66
Sahre2081,4,23.23
Sahre2082,6,15.03
Sahre2083,5,40.21
Sahre2084,0,42.83
Sahre2085,7,23.28
Sahre2086,9,14.45
Sahre2087,9,29.43
Sahre2088,4,48.98
Sahre2089,7,30.10
Sahre2090,8,49.46
Sahre2091,9,78.08
Sahre2092,1,49.38
Sahre2093,0,70.93
Sahre2094,7,53.88
Sahre2095,2,70.49
Sahre2096,0,8.158
Sahre2097,0,49.39
Sahre2098,4,45.29
Sahre2099,8,21.97
Sahre2100,8,15.25
Sahre2101,8,74.99
Sahre2102,4,62.38
Sahre2103,8,3.310
Sahre2104,1,49.96
Sahre2105,6,54.99
Sahre2106,8,74.50
Sahre2107,1,6.009
Sahre2108,9,22.34
Sahre2109,6,25.57
Sahre2110,3,36.84
Sahre2111,1,70.98
Sahre2112,1,16.54
Sahre2113,5,71.25
Sahre2114,5,41.76
Sahre2115,2,50.28
Sahre2116,7,1.887
Sahre2117,7,20.24
Sahre2118,2,23.56
Sahre2119,1,60.92
Sahre2120,2,10.98
Sahre2121,7,11.92
Sahre2122,4,53.26
Sahre2123,7,21.43
Sahre2124,2,53.37
Sahre2125,6,39.18
Sahre2126,0,76.11
Sahre2127,7,62.93
Sahre2128,7,61.63
Sahre2129,8,3.997
Sahre2130,5,38.68
Sahre2131,3,44.84
Sahre2132,8,32.21
Sahre2133,3,76.32
Sahre2134,8,62.37
Sahre2135,0,19.03
Sahre2136,9,74.42
Sahre2137,5,79.07
Sahre2138,9,61.75
Sahre2139,6,9.724
Sahre2140,4,69.05
Sahre2141,7,25.58
Sahre2142,5,12.41
Sahre2143,6,7.246
Sahre2144,8,64.35
Sahre2145,6,22.45
Sahre2146,1,8.755
Sahre2147,3,49.55
Sahre2148,4,4.035
Sahre2149,7,48.22
Sahre2150,5,6.041
Sahre2151,4,37.88
Sahre2152,4,0.991
Sahre2153,4,53.01
Sahre2154,4,3.275
Sahre2155,5,17.17
Sahre2156,0,14.65
Sahre2157,8,13.43
Sahre2158,3,0.385
Sahre2159,9,57.22
Sahre2160,4,62.04
Sahre2161,9,3.430
Sahre2162,7,10.06
Sahre2163,5,3.833
Sahre2164,1,27.60
Sahre2165,0,47.78
Sahre2166,8,58.48
Sahre2167,6,52.32
Sahre2168,4,18.23
Sahre2169,1,14.67
Sahre2170,3,3.339
Sahre2171,7,8.285
Sahre2172,9,50.74
Sahre2173,2,8.816
Sahre2174,8,44.17
Sahre2175,9,24.53
Sahre2176,1,6.434
Sahre2177,1,69.98
Sahre2178,1,67.14
Sahre2179,5,51.41
Sahre2180,2,15.54
Sahre2181,1,52.47
Sahre2182,3,74.95
Sahre2183,4,78.80
Sahre2184,3,18.47
Sahre2185,1,48.01
Sahre2186,3,21.84
Sahre2187,6,11.81
Sahre2188,6,14.13
Sahre2189,7,4.963
Sahre2190,2,4.061
Sahre2191,8,41.19
Sahre2192,3,45.72
Sahre2193,3,35.45
Sahre2194,3,27.35
Sahre2195,2,23.62
Sahre2196,2,60.12
Sahre2197,3,62.45
Sahre2198,4,2.398
Sahre2199,4,60.30
Sahre2200,4,72.82
Sahre2201,5,19.56
Sahre2202,8,79.38
Sahre2203,4,1.764
Sahre2204,4,72.00
Sahre2205,5,19.13
Sahre2206,1,39.67
Sahre2207,7,2.090
Sahre2208,9,14.55
Sahre2209,0,37.02
Sahre2210,2,5.026
Sahre2211,4,24.95
Sahre2212,7,2.950
Sahre2213,8,28.57
Sahre2214,7,15.89
Sahre2215,1,4.612
Sahre2216,1,12.76
Sahre2217,5,15.81
Sahre2218,8,16.80
Sahre2219,7,68.70
Sahre2220,2,43.38
Sahre2221,7,75.21
Sahre2222,7,73.23
Sahre2223,6,0.088
Sahre2224,0,36.35
Sahre2225,1,29.31
Sahre2226,4,53.90
Sahre2227,8,66.75
Sahre2228,9,0.739
Sahre2229,8,55.51
Sahre2230,0,11.73
Sahre2231,8,66.56
Sahre2232,1,58.41
Sahre2233,0,57.12
Sahre2234,0,1.539
Sahre2235,7,14.92
Sahre2236,5,22.40
Sahre2237,4,69.97
Sahre2238,2,75.69
Sahre2239,0,25.84
Sahre2240,5,16.91
Sahre2241,3,17.69
Sahre2242,0,12.56
Sahre2243,4,43.84
Sahre2244,9,59.10
Sahre2245,8,45.05
Sahre2246,5,27.06
Sahre2247,4,35.09
Sahre2248,0,38.06
Sahre2249,6,17.71
Sahre2250,5,78.08
Sahre2251,2,8.903
Sahre2252,0,41.53
Sahre2253,7,78.68
Sahre2254,9,73.27
Sahre2255,7,72.84
Sahre2256,2,58.36
Sahre2257,8,3.589
Sahre2258,1,55.17
Sahre2259,8,45.21
Sahre2260,2,20.59
Sahre2261,7,49.21
Sahre2262,9,1.945
Sahre2263,5,66.78
Sahre2264,0,29.05
Sahre2265,8,35.75
Sahre2266,0,37.13
Sahre2267,5,15.83
Sahre2268,3,17.10
Sahre2269,9,66.27
Sahre2270,2,5.596
Sahre2271,5,69.62
Sahre2272,5,67.72
Sahre2273,8,78.17
Sahre2274,1,42.35
Sahre2275,9,45.49
Sahre2276,7,55.89
Sahre2277,0,7.631
Sahre2278,0,17.30
Sahre2279,1,3.210
Sahre2280,7,3.707
Sahre2281,0,29.88
Sahre2282,4,69.90
Sahre2283,5,7.669
Sahre2284,1,77.80
Sahre2285,0,27.58
Sahre2286,4,3.767
Sahre2287,3,15.44
Sahre2288,6,21.34
Sahre2289,2,6.687
Sahre2290,8,74.43
Sahre2291,7,7.468
Sahre2292,5,55.98
Sahre2293,3,40.58
Sahre2294,8,7.569
Sahre2295,2,32.15
Sahre2296,0,34.64
Sahre2297,4,44.49
Sahre2298,9,9.054
Sahre2299,5,5.787
Sahre2300,5,9.763
Sahre2301,8,7.195
Sahre2302,6,1.603
Sahre2303,9,51.78
Sahre2304,9,63.72
Sahre2305,3,40.16
Sahre2306,7,42.06
Sahre2307,0,13.95
Sahre2308,6,4.233
Sahre2309,5,32.09
Sahre2310,7,8.840
Sahre2311,4,46.50
Sahre2312,4,16.77
Sahre2313,7,17.88
Sahre2314,9,69.10
Sahre2315,4,13.40
Sahre2316,3,70.23
Sahre2317,4,14.46
Sahre2318,4,30.50
Sahre2319,0,12.10
Sahre2320,6,36.24
Sahre2321,0,73.77
Sahre2322,7,50.83
Sahre2323,2,19.95
Sahre2324,2,13.66
Sahre2325,2,19.82
Sahre2326,3,54.47
Sahre2327,6,15.59
Sahre2328,2,76.45
Sahre2329,1,20.13
Sahre2330,1,44.80
Sahre2331,9,26.74
Sahre2332,5,5.449
Sahre2333,1,42.24
Sahre2334,4,42.00
Sahre2335,4,68.07
Sahre2336,0,12.47
Sahre2337,3,10.60
Sahre2338,9,25.25
Sahre2339,3,6.611
Sahre2340,9,33.12
Sahre2341,1,3.072
Sahre2342,4,13.58
Sahre2343,1,62.77
Sahre2344,5,2.625
Sahre2345,8,69.85
Sahre2346,1,11.51
Sahre2347,7,39.53
Sahre2348,0,54.30
Sahre2349,9,5.847
Sahre2350,0,4.387
Sahre2351,3,25.33
Sahre2352,3,41.27
Sahre2353,0,66.26
Sahre2354,7,13.45
Sahre2355,9,48.74
Sahre2356,6,2.906
Sahre2357,4,3.781
Sahre2358,9,60.72
Sahre2359,5,16.05
Sahre2360,9,3.046
Sahre2361,1,10.65
Sahre2362,1,58.28
Sahre2363,6,50.74
Sahre2364,0,69.23
Sahre2365,6,69.40
Sahre2366,3,11.69
Sahre2367,1,42.86
Sahre2368,9,33.32
Sahre2369,5,64.62
Sahre2370,9,48.55
Sahre2371,4,3.445
Sahre2372,7,78.62
Sahre2373,7,3.100
Sahre2374,8,51.00
Sahre2375,5,0.534
Sahre2376,3,64.13
Sahre2377,4,4.612
Sahre2378,9,46.38
Sahre2379,5,12.49
Sahre2380,7,5.301
Sahre2381,7,43.98
Sahre2382,3,17.52
Sahre2383,3,38.56
Sahre2384,6,13.74
Sahre2385,1,54.50
Sahre2386,1,10.94
Sahre2387,0,2.704
Sahre2388,0,27.11
Sahre2389,2,72.04
Sahre2390,2,10.25
Sahre2391,6,25.35
Sahre2392,4,63.91
Sahre2393,9,59.80
Sahre2394,8,78.09
Sahre2395,2,28.00
Sahre2396,4,21.26
Sahre2397,6,77.82
Sahre2398,3,59.51
Sahre2399,4,10.62
Sahre2400,7,5.110
Sahre2401,5,45.97
Sahre2402,9,18.61
Sahre2403,4,11.44
Sahre2404,8,49.76
Sahre2405,0,40.84
Sahre2406,3,79.88
Sahre2407,4,6.315
Sahre2408,9,24.58
Sahre2409,2,39.85
Sahre2410,8,46.94
Sahre2411,1,5.032
Sahre2412,1,26.73
Sahre2413,0,14.83
Sahre2414,2,8.803
Sahre2415,4,74.68
Sahre2416,7,6.586
Sahre2417,8,38.59
Sahre2418,8,19.03
Sahre2419,8,10.00
Sahre2420,5,13.51
Sahre2421,5,35.68
Sahre2422,5,9.731
Sahre2423,4,19.11
Sahre2424,9,77.65
Sahre2425,8,19.79
Sahre2426,4,79.69
Sahre2427,0,29.68
Sahre2428,1,0.900
Sahre2429,4,25.75
Sahre2430,9,6.403
Sahre2431,5,26.97
Sahre2432,1,58.07
Sahre2433,8,11.63
Sahre2434,4,13.94
Sahre2435,5,70.10
Sahre2436,8,0.605
Sahre2437,6,0.542
Sahre2438,7,5.289
Sahre2439,6,54.56
Sahre2440,7,73.44
Sahre2441,2,69.86
Sahre2442,2,8.459
Sahre2443,7,20.91
Sahre2444,1,2.913
Sahre2445,0,10.48
Sahre2446,8,48.40
Sahre2447,4,44.89
Sahre2448,2,75.35
Sahre2449,6,58.67
Sahre2450,7,47.38
Sahre2451,4,63.07
Sahre2452,8,29.76
Sahre2453,9,19.74
Sahre2454,8,51.35
Sahre2455,1,9.944
Sahre2456,7,58.10
Sahre2457,7,45.00
Sahre2458,9,58.71
Sahre2459,3,9.767
Sahre2460,9,75.18
Sahre2461,2,0.566
Sahre2462,0,10.01
Sahre2463,9,20.17
Sahre2464,9,29.60
Sahre2465,9,0.524
Sahre2466,3,8.716
Sahre2467,7,40.89
Sahre2468,2,59.78
Sahre2469,1,9.105
Sahre2470,1,9.448
Sahre2471,1,79.64
Sahre2472,1,17.16
Sahre2473,5,57.91
Sahre2474,7,77.69
Sahre2475,3,69.86
Sahre2476,1,21.64
Sahre2477,4,35.30
Sahre2478,8,45.47
Sahre2479,9,24.00
Sahre2480,2,70.07
Sahre2481,1,1.208
Sahre2482,7,76.70
Sahre2483,2,7.347
Sahre2484,0,79.31
Sahre2485,2,17.91
Sahre2486,1,51.58
Sahre2487,4,46.78
Sahre2488,6,26.85
Sahre2489,0,43.07
Sahre2490,5,41.05
Sahre2491,4,78.40
Sahre2492,6,74.25
Sahre2493,9,65.39
Sahre2494,1,28.59
Sahre2495,4,2.109
Sahre2496,3,32.63
Sahre2497,6,64.17
Sahre2498,7,2.196
Sahre2499,7,79.56
Sahre2500,1,60.51
Sahre2501,9,28.37
Sahre2502,6,11.11
Sahre2503,6,63.21
Sahre2504,8,16.78
Sahre2505,1,5.981
Sahre2506,7,18.48
Sahre2507,1,3.843
Sahre2508,2,13.86
Sahre2509,2,72.56
Sahre2510,7,5.858
Sahre2511,9,17.17
Sahre2512,4,16.08
Sahre2513,0,38.70
Sahre2514,5,6.978
Sahre2515,2,69.03
Sahre2516,9,54.03
Sahre2517,0,9.214
Sahre2518,2,47.94
Sahre2519,6,21.95
Sahre2520,7,60.98
Sahre2521,5,40.55
Sahre2522,8,16.94
Sahre2523,9,2.015
Sahre2524,9,68.36
Sahre2525,5,34.87
Sahre2526,7,17.39
Sahre2527,7,32.53
Sahre2528,4,44.24
Sahre2529,0,2.002
Sahre2530,4,11.38
Sahre2531,4,3.563
Sahre2532,3,30.04
Sahre2533,6,23.04
Sahre2534,0,47.38
Sahre2535,6,54.03
Sahre2536,4,53.34
Sahre2537,8,74.24
Sahre2538,3,2.687
Sahre2539,9,14.12
Sahre2540,9,60.36
Sahre2541,3,50.82
Sahre2542,5,11.61
Sahre2543,9,10.45
Sahre2544,0,33.26
Sahre2545,6,10.24
Sahre2546,6,34.57
Sahre2547,4,7.986
Sahre2548,6,77.64
Sahre2549,9,40.44
Sahre2550,2,9.897
Sahre2551,3,11.22
Sahre2552,3,19.64
Sahre2553,0,10.97
Sahre2554,5,17.57
Sahre2555,8,16.77
Sahre2556,5,67.56
Sahre2557,5,24.72
Sahre2558,2,11.77
Sahre2559,4,57.63
Sahre2560,6,13.73
Sahre2561,0,18.87
Sahre2562,4,7.220
Sahre2563,1,67.56
Sahre2564,6,12.82
Sahre2565,1,1.189
Sahre2566,5,65.59
Sahre2567,4,9.903
Sahre2568,6,13.38
Sahre2569,2,13.61
Sahre2570,6,2.545
Sahre2571,6,32.41
Sahre2572,0,29.06
Sahre2573,4,16.18
Sahre2574,5,55.69
Sahre2575,0,0.834
Sahre2576,9,57.83
Sahre2577,2,9.263
Sahre2578,6,45.20
Sahre2579,4,74.79
Sahre2580,2,38.50
Sahre2581,1,76.76
Sahre2582,7,25.24
Sahre2583,9,0.926
Sahre2584,7,36.86
Sahre2585,7,78.67
Sahre2586,5,7.908
Sahre2587,6,63.85
Sahre2588,0,73.75
Sahre2589,9,19.99
Sahre2590,1,16.51
Sahre2591,4,42.69
Sahre2592,3,19.61
Sahre2593,5,59.26
Sahre2594,7,49.39
Sahre2595,8,65.23
Sahre2596,3,13.96
Sahre2597,0,16.21
Sahre2598,8,53.32
Sahre2599,2,34.48
Sahre2600,7,70.37
Sahre2601,4,9.695
Sahre2602,7,58.52
Sahre2603,5,1.339
Sahre2604,0,50.12
Sahre2605,7,43.99
Sahre2606,3,0.406
Sahre2607,8,9.979
Sahre2608,5,1.620
Sahre2609,0,34.00
Sahre2610,0,10.29
Sahre2611,6,66.85
Sahre2612,3,14.85
Sahre2613,4,27.64
Sahre2614,3,62.08
Sahre2615,5,10.62
Sahre2616,2,10.72
Sahre2617,1,28.85
Sahre2618,1,1.074
Sahre2619,2,51.79
Sahre2620,4,23.62
Sahre2621,6,17.33
Sahre2622,8,28.41
Sahre2623,6,21.59
Sahre2624,5,78.99
Sahre2625,7,60.77
Sahre2626,2,68.63
Sahre2627,6,60.96
Sahre2628,7,50.32
Sahre2629,9,79.06
Sahre2630,5,3.383
Sahre2631,8,3.650
Sahre2632,7,61.85
Sahre2633,2,6.589
Sahre2634,3,11.79
Sahre2635,4,15.32
Sahre2636,0,30.28
Sahre2637,8,38.61
Sahre2638,9,48.41
Sahre2639,7,73.36
Sahre2640,2,32.10
Sahre2641,6,33.73
Sahre2642,9,2.984
Sahre2643,2,9.480
Sahre2644,6,6.814
Sahre2645,2,64.04
Sahre2646,1,0.948
Sahre2647,0,0.535
Sahre2648,3,74.59
Sahre2649,4,32.20
Sahre2650,7,72.17
Sahre2651,5,34.55
Sahre2652,4,27.82
Sahre2653,5,28.64
Sahre2654,6,26.01
Sahre2655,8,49.91
Sahre2656,0,75.15
Sahre2657,8,17.83
Sahre2658,2,13.30
Sahre2659,3,2.954
Sahre2660,5,7.630
Sahre2661,6,3.116
Sahre2662,7,64.75
Sahre2663,2,31.28
Sahre2664,8,70.83
Sahre2665,4,2.760
Sahre2666,9,70.91
Sahre2667,3,2.610
Sahre2668,6,0.511
Sahre2669,7,37.74
Sahre2670,6,68.29
Sahre2671,5,70.93
Sahre2672,9,12.88
Sahre2673,9,43.00
Sahre2674,8,76.99
Sahre2675,5,69.50
Sahre2676,3,79.26
Sahre2677,9,47.08
Sahre2678,7,9.616
Sahre2679,8,10.93
Sahre2680,3,60.71
Sahre2681,4,68.68
Sahre2682,7,23.98
Sahre2683,9,27.87
Sahre2684,8,22.73
Sahre2685,8,40.95
Sahre2686,1,17.56
Sahre2687,9,42.01
Sahre2688,5,5.483
Sahre2689,9,69.98
Sahre2690,5,22.93
Sahre2691,5,49.18
Sahre2692,1,54.32
Sahre2693,1,60.03
Sahre2694,7,57.15
Sahre2695,2,39.39
Sahre2696,8,16.12
Sahre2697,9,12.86
Sahre2698,8,69.24
Sahre2699,8,11.25
Sahre2700,9,8.219
Sahre2701,7,4.725
Sahre2702,8,59.42
Sahre2703,4,42.63
Sahre2704,5,12.16
Sahre2705,5,5.732
Sahre2706,4,13.47
Sahre2707,4,5.985
Sahre2708,3,65.30
Sahre2709,9,2.683
Sahre2710,1,63.97
Sahre2711,4,49.46
Sahre2712,2,57.13
Sahre2713,0,9.959
Sahre2714,4,10.56
Sahre2715,8,65.06
Sahre2716,0,8.210
Sahre2717,2,55.99
Sahre2718,9,13.29
Sahre2719,7,36.11
Sahre2720,2,8.198
Sahre2721,4,25.03
Sahre2722,9,31.95
Sahre2723,3,18.17
Sahre2724,2,40.47
Sahre2725,7,46.00
Sahre2726,7,15.23
Sahre2727,6,8.339
Sahre2728,2,12.11
Sahre2729,9,77.04
Sahre2730,9,0.043
Sahre2731,5,50.97
Sahre2732,0,6.576
Sahre2733,9,75.26
Sahre2734,8,9.610
Sahre2735,5,38.59
Sahre2736,1,51.11
Sahre2737,9,0.527
Sahre2738,1,3.326
Sahre2739,1,6.081
Sahre2740,8,13.87
Sahre2741,3,40.42
Sahre2742,0,55.19
Sahre2743,6,78.59
Sahre2744,8,8.066
Sahre2745,6,78.29
Sahre2746,8,3.936
Sahre2747,7,49.98
Sahre2748,6,8.771
Sahre2749,3,65.71
Sahre2750,1,79.63
Sahre2751,3,19.43
Sahre2752,2,32.36
Sahre2753,1,1.973
Sahre2754,3,14.27
Sahre2755,9,58.20
Sahre2756,5,42.68
Sahre2757,5,16.66
Sahre2758,5,47.40
Sahre2759,4,66.82
Sahre2760,3,68.75
Sahre2761,5,18.13
Sahre2762,2,72.12
Sahre2763,3,64.38
Sahre2764,9,13.80
Sahre2765,0,16.05
Sahre2766,0,33.66
Sahre2767,7,7.516
Sahre2768,2,70.26
Sahre2769,5,0.627
Sahre2770,8,2.365
Sahre2771,2,1.162
Sahre2772,0,33.37
Sahre2773,3,3.617
Sahre2774,6,46.79
Sahre2775,3,17.29
Sahre2776,9,75.86
Sahre2777,5,8.380
Sahre2778,8,30.27
Sahre2779,7,15.56
Sahre2780,0,76.67
Sahre2781,0,8.301
Sahre2782,9,15.88
Sahre2783,8,26.30
Sahre2784,6,54.78
Sahre2785,4,7.384
Sahre2786,5,3.942
Sahre2787,6,62.17
Sahre2788,2,21.92
Sahre2789,0,9.864
Sahre2790,3,46.34
Sahre2791,4,17.37
Sahre2792,4,64.93
Sahre2793,2,42.07
Sahre2794,2,1.843
Sahre2795,4,17.27
Sahre2796,7,37.34
Sahre2797,4,4.061
Sahre2798,0,42.27
Sahre2799,6,76.46
Sahre2800,4,74.76
Sahre2801,0,19.34
Sahre2802,4,9.097
Sahre2803,1,27.66
Sahre2804,9,40.00
Sahre2805,0,15.84
Sahre2806,0,32.26
Sahre2807,6,30.51
Sahre2808,4,18.32
Sahre2809,5,9.492
Sahre2810,0,44.54
Sahre2811,7,8.200
Sahre2812,7,8.530
Sahre2813,8,22.66
Sahre2814,6,7.790
Sahre2815,8,55.93
Sahre2816,4,9.901
Sahre2817,5,42.58
Sahre2818,0,47.64
Sahre2819,3,1.501
Sahre2820,5,36.31
Sahre2821,2,25.84
Sahre2822,3,39.67
Sahre2823,4,40.50
Sahre2824,2,2.888
Sahre2825,5,24.54
Sahre2826,5,21.54
Sahre2827,6,3.610
Sahre2828,6,78.70
Sahre2829,3,11.66
Sahre2830,0,0.708
Sahre2831,4,31.94
Sahre2832,4,44.42
